text,label
"সাদা পোশাকে উত্তোলনকারীদের উল্টো ফাঁসিয়ে দিচ্ছেন তারেক। বাপরে বাপ, সাহস কত?",Personal
আমি জাবের নামের ছেলেকে বিয়ে করতে চাই। ,Neutral
কোথায় মহারানী আর কোথায় চুতমারানী? ,Personal
"স্টেডিয়ামে খেলা দেখে, খেলা শেষে বিজ্ঞাপন আসছে না কেন ভাবতে থাকা আমি। ",Neutral
"ভোগান্তি যার যার , উন্নয়ন শেখ হাসিনার।",Geopolitical
ভ্রাহ্মনরা নিজেদের মূলনিবাসী প্রমান করার ষড়যন্ত্রে ব্যার্থ। ,Religious
হাসিনা জাল ভোট দিয়ে বারবার প্রধানমন্ত্রী হতে পারলে আমি কেন করোনা টেস্টের জাল রিপোর্ট দিতে পারবো না? ,Geopolitical
তথ্য মন্ত্রী ইনু টেলিভিশন থেকে ইসলামী অনুষ্ঠান বন্ধ করার জন্যই ফারুকীকে হত্যা করেছে। এর প্রমাণ টেলিভিশনের সাত উপস্থাপকের বিরুদ্ধে মামলা। ,Geopolitical
"২ ফ্রন্টে যুদ্ধের সামর্থ নেই, ভারতের থিংকট্যাংক। ",Geopolitical
আপনি জানেন কি? বেস্টফ্রেন্ডের সাথে শেয়ার করলে ৮০% দুঃশ্চিন্তা কমে যায়। ,Neutral
"বালিকা তোমার ব্রার সাইজ বলে যাও, তাইলেই বুজব দুধের সাইজ কত? ",Personal
হটাও আওয়ামীলীগ বাঁচাও দেশ। ,Geopolitical
"বিএসএফ পাকিস্তানের চেয়ে বেশি বাংলাদেশি হত্যা করছে, বাংলাদেশ কি এক অঘোষিত ফিলিস্তিন হতে চলেছে? ",Geopolitical
"পড়াশুনা করে মানুষ হবি,আরে না মদ খাবি মানুষ হবি!",Personal
ঐ আমার কান্দন আহে না ক্যান?  ,Personal
আহেন এইকানে বইয়া না থাইকা আমরা একলগে ভিক্ষা করি।,Personal
"এক দূর্দান্ত গতিতে এগিয়ে চলেছে দেশ, আবারো রক্ষীবাহিনীর জনগণ চায় না। ",Geopolitical
যদি তুই পিচ্চি হান্নান হও আমি তাইলে পুতিন শালা।,Personal
"দেখ ভাই, হোলি খেলবি খেল, কিন্তু রাস্তায় ঐ কুকুর বেড়াল গুলোকে অযথা ঐ কেমিক্যাল এর রং জুড়ে নিজেকে কুকুর প্রমান করিস না। ",Religious
"ফেসবুকের এ্যঞ্জেল প্রিয়া, যখন বাড়িতে থাকে। ",Neutral
"রাত ১২ টার পর আমি, যাই একটু অপেরা মিনি থেকে ঘুরে আসি। ",Neutral
দালালী করার জায়গা পাও না। চুদেই মেরে ফেলবো তোমায়।,Personal
মেনশন করুন তাকে যে ছবি তোলার সময় স্টাইল করে দাড়ায়। ,Neutral
ভারতের সরকার পাল্টে গেলে হাসিনা সরাকারের পা কাঁপবে বলেছেন বঙ্গবীর। ,Geopolitical
বাংলা সিরিয়াল কুমারী মেয়েদের বিয়ের জয়েন্টের কোচিং। ,Neutral
"একেই বলে ভালোবাসা, দড়িতেও স্যানিটাইজ করে দিচ্ছে স্ত্রী। ",Neutral
"সেই মেয়েকে দেখার পর আমিও আমার বন্ধুরা, এই পরি আকাশ থেকে আসলো নাকি? ",Neutral
"তুই একটা দাজ্জাল, আব্বাসি কে কঠিন ধোলাই দিলেন জাকির নায়েক। ",Personal
যখন রিলেটিভস যাওয়ার সময় টাকা দিতে চায় কিন্তু আম্মু মানা করে দেয়। ,Neutral
"সরকারী ভবন নির্মানে রডের বদলে বাশ, এই উন্নয়ন ভালো না লাগলে পাকিস্তান চলে যান। ",Political
"বাংলাদেশে হিন্দু ছেলেমেয়েরা যখন হোস্টেল/মেসে থাকার অযুহাতে ধর্মের প্রতি উদাসীন, পাকিস্তানী হিন্দুরা তখন আলকায়েদার মাঝেও ধর্মপালন করে। ",Religious
ধর্ষন সম্পর্কে ভয়ংকর তথ্য দিলেন পুলিশ। ,Personal
মুক্তিযুদ্ধের ইতিহাস বিকৃতিকারী মুক্তিযোদ্ধা যাচাই বাছাইয়ে সীমাহীন দূর্নীতি স্বজনপ্রীতি রোধে এই সকল মুক্তিযোদ্ধা নামের হায়েনাদের ভোট দিয়ে পুনঃনির্বাচন না করে অপকর্মের জন্য উচিত শিক্ষা দিন। ,Political
"আর নয় সন্ত্রাস ও জঙ্গিবাদ, সন্ত্রাস এবং জঙ্গিবাদ কে রুখে দিতে হবে। ",Personal
বর্বর হামলায় অংশগ্রহণকারী জানোয়ারগুলোকে চিনে রাখুন। ,Personal
"নগ্ন মনের ছবি, মন নগ্ন হলে তা দেখতে এমনই লাগে। ",Personal
ভূত বলতে তো কিছু নাই এই দুনিয়াতে ভাই। এগুলা তো লোকজনের বানানো গল্প কাহিনী। ,Neutral
রাজশাহীতে মহিলা পুলিশকে ছাত্রলীগের ধর্ষণ। ,Political
সাংবাদিক ছবি তুলতে গেলে তাকে ক্ষুধার্ত ভেবে খাবার এগিয়ে দিচ্ছে যুদ্ধবিদ্ধস্থ সিরিয়ার নিস্পাপ বাচ্চাটি।,Personal
বাংলাদেশ এখন আর গণতান্ত্রিক দেশ নয়। ,Geopolitical
টপারকে দেখে নৈর্বক্তিক নকল করার পর ভালো নম্বর পেয়ে যখন মা-বাবাকে দেখাই। ,Neutral
"জীবনে সুখী হওয়ার জন্য বেশী কিছু লাগে না, শুধু লাগে সততা, বিশ^াস আর একটু ভালোবাসা। ",Neutral
"ভাগ্যের এ কি লীলা খেলা, শিশু বাচ্চা সংসার চালায়। ",Personal
"রাত ১২ টার পর। টেলিভিশন এ যখন দেখি, ছোট বেলায় করা ভুল এর কারনে বাবা হতে পারছেন না। এদিকে দিনে দুবার গিটার বাজিয়ে রাতে আবার বাজানোর প্লান করা আমি। ",Personal
"রতানে রতন চিনে মেয়েরা চিনে টাকা, এই জন্য মেয়েদের কপালে জোটে বুড়া বুড়া কাকা। ",Neutral
"সুখে, দুঃখে একসাথে থাকা, এভাবেই থাকতে চাই আজীবন। ",Neutral
"এরপরও বল যদি মানুষ মরেনি, তোমার বিবেক মরে গেছে।",Personal
যুদ্ধে জড়ালে বাংলাদেশের সাহায্য পাবেনা কোনো পক্ষই। ,Geopolitical
"হিন্দুদের উপর হামলার ফটো যোগার করুন, ক্যমেরায় তুলে হোক, মোবাইল এ তুলে হোক ফটো যোগার করুন। ",Religious
দীর্ঘদিন স্কুল-কলেজ বন্ধ থাকায় হাত খরচ না পাওয়া স্টুডেন্টদের বর্তমান অবস্থা|,Neutral
"হসপিটালের সিসিটিভি ফুটেজ, কি ঘটেছিল সেদিন? ",Personal
১ হাজার হাত মাটির নিচে ঢুকিয়ে দেবো।,Personal
এই কুত্তার বাচ্চা এখানে ময়লা ফেলাস কেন? ,Personal
জনগণের ভোটাধিকার ধ্বংসকারী নির্বাচন কমিশন এখন রাজনৈতিক দল নিবন্ধনের নামে কালো-কানুনের মাধ্যমে গণতান্ত্রিক রাজনীতি ধ্বংসের পাঁয়তারার বিরুদ্ধে রুখে দাঁড়াও। ,Political
বুকের মধ্যে বঙ্গোপসাগরের হুশিয়ারি সংকেত চলতেছে। ,Personal
এই বেহায়া বলিউডের নায়িকা যুক্ত হলো এই ছবিতে। ,Personal
"তুই জাতির কুলাঙ্গার, জাতী তোকে ক্ষমা করবে না কুলাঙ্গার। ",Personal
নিকাব পরার অপরাধে ছাত্রী বহিস্কারের হোতা ভারতীয় নেড়ি কুকুর। ,Religious
"যত পুরুষাঙ্গ দেখেছি সবগুলো থেকে দুর্গন্ধ বেরিয়েছে, এনাল দেয়ার পর মুখে নিতে কইছে কে তোরে? ",Personal
"যখন মেয়েরা বলে, সব ছেলেই একরকম। ",Neutral
"আজকালকার মেয়েরা বয়ফ্রেন্ডকে যেভাবে লুটে নেয়, ব্রিটিশ আমলে ইংরেজরাও বাংলাকে এভাবে লুটে নেয় নি। ",Neutral
চিত্র কি বিচিত্র! হায় প্রশাসন! প্রশাসন কেন এত নির্বিকার?,Geopolitical
"এক জোড়া জুতার দাম ৪৩ লাখ টাকা, জুতাটা দিয়ে আমাকে একটা বারি দিন। ",Neutral
জন্ম মাস অনুযায়ী উনার সাথে কে কি খাবেন? ,Neutral
রানু মন্ডল কে সবার সামনে কোয়েল মল্লিক জুতো ছুড়ে মারলেন। ,Personal
এই পিচ্চি এই রাতের বেলা একা একা এইখানে কি কর? হারায়া গেছো নাকি? ,Neutral
"কিছু কিছু মেয়ে এতই চিকন হয় যে, মশাও এসে বলে, আপু রক্ত লাগলে বলবেন বিনা মূল্যে আপনারে আমরা রক্ত ডোনেট করবো। ",Neutral
যখন আমি কোনো মিম দেখে হাসতে থাকি আর পরে আমি কেন হাসছি তা দেখার জন্য আম্মু আমার মোবাইল চেক করে। ,Neutral
"ছোট, ছোট ফকিন্নি মাইরা ব্যাটা তুই হ্যাডম দেখাস? ",Personal
"এক ব্যক্তির নাম কমলাকান্ত,  আধার কার্ডে নাম এসেছে করোনা আক্রান্ত। ",Neutral
ঢাকার কলাবাগানে এবার জান্নাত কে ধর্ষন। ,Personal
আইফোন কিনে দিতে না পারায় বয়ফ্রেন্ডের অশ্লীল ছবি ভাইরাল করে দিল গার্লফ্রেন্ড। ,Personal
"সাহস থাকলে মিরপুর আয়, সাহস থাকলে মোহাম্মদপুর আয়। ",Personal
জীবনে একটা ও প্রেম করিনি জানার পর আম্মা। ,Neutral
ভারত পাকিস্তান যুদ্ধে বাংলাদেশের লাভ কি হবে আল্লাহই ভালো জানে। ,Geopolitical
"কুলাঙ্গারনামা, একানে এসকল কুলাঙ্গারদের ধর্ম বিরোধী মতামত দেয়া হলো। ",Geopolitical
"রেলস্টেশনে শান্তিমতো বসে থাকা আমি, তখন আব্বু- বাপজী কি আমার উপরে রাগ করেছেন? আরে ফেল তো মানুষ করেই, এইবার বাড়িতে আসেন। ",Neutral
ফেয়ার এন্ড লাভলি মাখার ১ মাস আগে আর ১ মাস পরে। ,Neutral
"বয়ফ্রেন্ড গার্লফ্রেন্ড যখন একে অপরকে বলে, আমাদের কেউ আলাদা করতে পারবে না, তখন বিসিএস ক্যাডার। ",Neutral
"বৃষ্টি, লোড শেডিং আর ঠাকুরমার ভূতের গল্প। ",Neutral
পুলিশ নিজ হাতে ভাড়াটে সন্ত্রাসীদের দ্বারা সনসাধারণের গাড়ীতে আগুন দিয়েছিল। ,Geopolitical
"অ্যাসাইনমেন্ট চাইছি, তাতে কি দোষ হইয়া গেছে নাকি? ",Neutral
পুরাই মাথা নষ্ট। আমি আর কি বলব ভাই?,Neutral
"দোকানের নাম বিসমিল্লাহ, আল্লাহর দান, মা-বাবার দোয়া দেয়ার পর দোকানের অবস্থা। ",Neutral
নেতার প্রচার মঞ্চে উঠে চরম বিপাকে বাংলাদেশি অভিনেতা ফেরদৌস। ,Geopolitical
"আপনি কি জানেন? প্রতিদিন কয়েক মিনিট এরকম করে থাকলে মেরুদন্ড হাত, পা, নিতম্ব শক্তিশালী হয়। ",Neutral
হালারপুত তোর বয়স কত? তুই কেমনে মুক্তিযোদ্ধা হইলি? ক্যাপ্টেন তাজ আ ক ম মোজাম্মেল হক সুবিদ আলী তোর কি হয়? কত টাকা দিছস? ,Personal
"কেয়ামতের আলামত, শাশুড়িকে বিয়ে করলেন জামাই। ",Religious
"অভিশপ্ত কোটা প্রথার কারনে, বাপের নামে সন্তান খাচ্ছে, সন্তানের নামে নাতি। নাতির নামে পুতি খাচ্ছে, উপোষ থাকছে জাতি।",Personal
এই রাষ্ট্রীয় সন্ত্রাসের শেষ কোথায়? মা-বাবার সামনে থেকে তুলে নিয়ে শিবির নেতাকে হত্যা। ,Geopolitical
"ওরে কেউ ছেলেটাকে একটু বুঝা, ও ক্যামেরার বাইরে আছে। ",Neutral
সুদীপ্ত হত্যার দুই বছর। বিচারের বানী নিভৃতে কাধে। ,Personal
ছেলে দুটোকে চেনা চেনা মনে হচ্ছে? চুপচাপ মেনশন করে চলে যান। ,Neutral
ছাত্রলীগের সক্রিয় কর্মী দিদারুল ইসলাম এর হত্যাকারী আবুল হাসানাত বেলাল গং দের ফাঁসি চাই। ,Personal
"নারী মা হলে শাষন, প্রেমিকা হলে শোষন আর বউ হলে শুধু ভাষন আর ভাষন। ",Neutral
আমার এই সদাগতি দেখে আমার সুনামে পঞ্চমুখ হওয়া আমার মা। ,Neutral
কম্বলের ভিতরে পাদ মারায় স্বামীকে তালাক দিলেন স্ত্রী নুসরাত। ,Personal
তোমাদের এসমস্ত কথা আমি বিশ^স করি না। ,Neutral
পিলখানা হত্যাকান্ডের অভিযোগ থেকে খালাস পেলেন তোরাব আলী। ,Geopolitical
"ঐ আমার লইগা আরো দুই প্লেট লাগা, আমার মনে হয় গ্যাস্ট্রিক হইছে। ",Neutral
বাঙালী মেয়ে টিউলিপ এর অশালীন পোশাক ব্রিট্রিশ পোশাককেও হার মানিয়েছে। ,Geopolitical
"ইতিহাসে ৫ জুলাই, জাহাঙ্গীর নগর বিশ^বিদ্যালয় ছাত্ররাজনীতির ইতিহাসে কলঙ্কজনক অধ্যায় রচিত। ",Political
"সাংবাদিকরা বদমাইশ, লম্পট, খবিশ ও চরিত্রহীন- মন্ত্রী মহসিন আলী। ",Personal
"পৃথিবীর সব থেকে বিষাক্ত সাপ  (দোন) , ধরে ফেলেছে বনদপ্তর। ",Personal
পাঁট টাকায় আমরা যা দেখি আর নোয়াখালীর মানুষ যা দেখে। ,Neutral
তোকে ভুলে যাইনি শুধু ডিস্টার্ব করাটা ছেরে দিয়েছি। ,Neutral
"তোরে চেনা চেনা লাগে, তুই তো অতীতের স্বৈরাচার এরশাদ। বর্তমানে তুই একটা দালাল। ",Geopolitical
"মাইর খাওয়ার পর বুঝলাম ছোট ভাইয়ের ফর্ম এখনও আছে আর সে-ই বাবাকে ঘঁটনা বলেছে, তখন আমি , তুই ভাই না চুদির ভাই। ",Personal
ভক্তের ফোন কেড়ে নিলেন সাকিব আল হাসান পওে ফোন ভেঙ্গে ফেললেন। ,Personal
বাসায় নিয়ে তরুনীকে ধর্ষণ।  দেশের পরিস্থিতি বেসামাল। ,Personal
ফোনের সাথে রিলেশন হওয়ার পর টিভির সাথে ব্রেকআপ করে ফেলছি কারণ দুই নৌকায় পা দিয়ে চলার স্বভাব আমার নেই । ,Neutral
ফিল্টার করে খাচ্ছে যাতে কোনো জীবানু না থাকে। ,Neutral
"আমার লগে খেলবি ? আয় খেলা হবে, খেলা হবে তোর সাথে। ",Personal
"কী বলবি ফোনে বল, আমি বিজি আছি আসতে পারতাম না। ",Neutral
"শাহবাগি প্রজন্ম, কানে ধরার বিচার আদায়ের জন্য নিজেরা কানে ধরলো, ধর্ষনের প্রতিবাদে আগামীতে কি এরা যৌনাঙ্গ প্রদর্শন করবে? ",Personal
মসজিদের ১২ টার এলান শোনার পর যখন মনে পরে আজ শুক্রবার গোসল করতে হবে। ,Neutral
আল্লামা সাঈদীর মুক্তির দাবীতে ঝিনাইদহে হাজারো জনতার লাঠি মিছিল। ,Personal
"৭ বছর বয়সে আমি বন্ধুর খেলনা বাসায় নিয়ে যাওয়ার পরের দিন বন্ধু, আমার জিনিস কই? ",Neutral
উত্যক্ত করতে দেখে নায়ক গুন্ডাদের রাম ধোলাই দেয়। ,Personal
সিজিদদার দাদি অনুযায়ী আমরা যেটা। ,Neutral
"অদৃশ্য জিন সাপের কামড়ে আহত শত শত গ্রামবাসী, আতংকে মানুষ। ",Personal
সাবধান! সামনে ছাত্রলীগ কবলিত এলাকা যাকে আমরা কুত্তালীগ বলি। । ,Personal
আমি আজ বাড়ির কাজ আনিনি আর যারা আনেনি স্যার তাদের মারে নাই। ,Neutral
মেনশন করুন সেই চিরদিন সিঙ্গেল ফ্রেন্ডকে যার জন্য এই খাটটা একেবারে পার্ফেক্ট। ,Neutral
"আমরা ইহুদির বাচ্চা, আমরা তোমাদের হোগ মেরে অবস্থা খারাপ কর দেব। ",Personal
"যৌন সম্পর্ক করলে মেয়েরা মারা যায় না, বাচ্চাদের সামনে ভিডিও দেখবেন না। ",Personal
অবশেষে এটাও দেখতে হল। শেখ হাসিনা ভারতের বেঙ্গালোরের নাগরিক ও ভোটার।,Geopolitical
"পূজি ধর্মকেও গ্রাস করে, তাই হ্রিং¯্র পুজিবাদ কে প্রতিরোধ করুন।  ",Religious
দাড়ানো লোকটি পৃথিবীর সব থেকে বড় বোকাচোদা।,Personal
আমি সহজ সরল কিন্তু বোকা না আজকে তোরে খাইছি। ,Personal
"এত বড় দুধ হতেই পারে না, নিশ্চয়ই কারো হাত আছে। ",Personal
দোস্ত আছিস? বিকাশে টাকা আছে? ,Neutral
"টিকটক ভিডিও দেখার পর দাদি, আমাগো সময় ওমন অইলে, ওরে আমরা ওঝার জাছে লইয়া যাইতাম। ",Neutral
অন্যের ক্ষতি চাইলে তোমার পতন নিশ্চিত সে আজ হোক বা কাল হোক। ,Neutral
শিক্ষা প্রতিষ্ঠানে ভাঙচুর চলবে না তবে অস্ত্রবাজি চলবে- শেখ হাসিনা। ,Geopolitical
হাসিনা গণতন্ত্রের মানসকন্যা নয় গণতন্ত্রের বিষকন্য্।া ,Geopolitical
শুনতে পাব কি এই অস্ত্রধারীকে গ্রেফতার করে অস্ত্র উদ্ধার চলছে? ,Personal
"একদিন বাড়িতে না থাকায় যখন দেখি সবাই আমাকে নিয়ে চিন্তাগ্রস্ত ছিল, তাই এতে আমার রেজাল্টের ব্যাপারে কেউ কিছু তেমন বলছে না, আর এতে আমার যতœ-আত্তি ও বেড়ে গেছে, তখন আমি। ",Neutral
"অন্ধকারে ভেসলিন ভেবে ফেবিকল লাগিয়ে সহবাস, তারপরের দৃশ্য হাসপাতালে।",Personal
"ছাত্রসমাজের মূল্যবান ভোট, স্বৈরাচারের বিপক্ষে হোক।",Geopolitical
এবার জাবির বাসে ছাত্রীকে ছাত্রলীগ নেতাদের যৌন হয়রানি।,Personal
কালীপুজার আসরে মদ্যপ অবস্থায় নৃত্য করতে বাধা দেয়ায় আওয়ামীলীগ নেতাদের ছেলেরা পূজামন্ডপে হামলা ও প্রতিমা ভাঙচুর করেছে। পূজা কমিটির নেতাকে পিটিয়ে আহত করেছে। ,Political
এস দিয়ে যাদের নাম শুরু হয় তারা খুব রোমান্টিক হয়। ,Neutral
সেঞ্চুরি করসি মামা!   জিততে পারবা তো ? নাহলে ডিনারের কাচ্চি বিরিয়ানীটা খায়া ফেলুম। ,Neutral
তোমাদের বুলশিট আমাদের বুলশিটের চেয়ে বেশি বুলশিট। খ্রিস্টধর্ম বনাম ইসলাম বিতর্ক। ,Religious
"প্রেম সমুদ্রে সাঁতার কাটা আমার বন্ধু, আর সমুদ্রের গভীরতা মাপা আমি। ",Neutral
"কাকা গোরস্থান টা কোন দিকে? সামনে যেয়ে ডানে বাবা, আমার কবরটাও জিয়ারত করে আইসো। ",Neutral
৩য় বার বাঘ বলে চিল্লানোর পরেও যখন সবাই লাটিসোঁটা নিয়ে রাখালকে বাঁচাতে চলে আসে তারা রাখাল ও বাঘের গল্প ছোটবেলায় পড়েছে। ,Neutral
গানিত অ্যাসাইনমেন্ট আর ছাত্রছাত্রীদের মাথার ব্রেইন। ,Neutral
"যখন আমি বাড়ি থেকে বের হয়ে কমলাপুর রেলস্টেশনে গিয়ে রাত কাটানোর জন্য বেঞ্চে শুয়ে থাকি এবং দেখতে পাই, আমার বন্ধুও এখানে পাশে শুয়ে রয়েছে। ",Neutral
"বলো, ঘড়বারি, বাড়াভাতারি, আমি আর এই খেলা খেলবনা",Personal
"না খেয়ে দাঁড়িয়ে শিশুরা, প্রতিমন্ত্রী পেলেন সোনার নৌকা। ",Geopolitical
অনেকগুলো গার্লফ্রেন্ড থাকার চেয়ে একটা বৌদি থাকা উত্তম। ,Neutral
"ইচ্ছে থাকলেই উপায় হয়, স্যালুট এই জুটিকে। ",Neutral
আনুশকার যৌনাঙ্গে বড় পুরুয়াঙ্গ ঢুকিয়ে ধর্ষণ ও হত্যা করলো দিহান। ,Personal
"আগে মানুষ মিথ্যা বলতে ভয় পেত, পাপ হবে বলে। আর এখন মানুষ সত্য বলতে ভয় পায় বিপদ হবে বলে। ",Neutral
"উল্টা পাল্টা উত্তর লেখার পর যেই প্রশ্নটা জিজ্ঞেস করতে পছন্দ করে শিক্ষরা তা হলো, তোমার মাথাটাথা কি ঠিকঠাক আছে নাকি? ",Personal
ওই আমার টেকা দে শুয়োরের বাচ্চা। তুই আমার টাকা দিবি কি না বল? ,Personal
"ছেলেটা মনো হয় অনেক বড়লোক, তুই কি করে বুঝলি? ওর মুখ থেকে খুব পেয়াজের গন্ধ আসছিলো। ",Neutral
"শুধু ডানপক্ষের মান বের করে যখন পরীক্ষার খাতায় ডানপক্ষ=বামপক্ষ লিখে আসি, গাইড বই বলে, এক পক্ষের কথা শুইনা কোনো কিছু বিচার করবেন না ",Neutral
পায়খানা রানিং বলতে না বলতে আবার যখন পায়খানার চাপ পায়।,Neutral
বোম আর বোমা আল্ট্রা প্রো ম্যাক্স। ,Personal
"১৮+ গ্রুপে যোগ দিয়ে দেখি হুজুর স্যার এই গ্রুপের নিয়মিত মেম্বার, এ জীবন রেখে কী লাভ? ",Neutral
ঘুম ছুটে যাচ্ছে পাকিস্তানের এবার ভারতের হাত থেকে চীনও বাচাতে পারবে না পাকিস্তানকে। ,Geopolitical
"এইডা আমার পোষা বাঘ, বাচাও টিকটিকি। ",Neutral
তথাকথিক মানবতাবাদী তাগুত গুষ্ঠি ফ্রান্সের আঙ্গুলের ঘ্রাণ নিচ্ছে। ,Geopolitical
"ধর্ষণ মুক্ত বাংলাদেশ চাই, ধর্ষণের শাস্তি ফাঁসি চাই। ধর্ষণ বিরোধী আন্দোলন। ",Political
"পৃথিবীতে দুইজন মানুষ আমাকে সুন্দর বলে, আমার মা আর কাপড়ের দোকানদার। ",Neutral
অস্থির বিনোদন। এমন বিনোদন আর কখনো দেখেন নাই। ,Neutral
"একজন নারীর ধ্বংসের মূল তিনটি কারণ, যে নারী স্বামীর সাথে জেদ করে, যে নারী স্বামীর মুখে মুখে তর্ক কওে, যে নারী মা-বোনের কু-পরামর্শে স্বামীর বাড়িতে অশান্তি সৃষ্টি করে। ",Personal
এই ডিজাইন এর জামার সুবিধা আজকে বুঝলাম। ,Neutral
বাস্তব ঘটনার প্রেক্ষিতে লেখা একটি নষ্ট মেয়ের গল্প। ,Personal
লোকমান শরীফ ও গং দের ফাঁসি চাই। ,Personal
স্টেজে কুরআনের উপর জুতা উঠিয়ে সিদ্দিকীকে পৃথিবী ছাড়া করার হুমকি। ,Religious
সব সময় অপরের বিপদে তাকে সাহায্য করবে। পরীক্ষার সময় এই মানসিকতা কোথায় থাকে আপনার?,Neutral
"আব্বুকে বোঝাচ্ছি আমার বিয়ে করাটা কত জরুরি। তখন আব্বু,  তোর কবরে যাওয়ার সময় হইয়া গেছে । ",Neutral
"খুঁজিয়া পাই না নগর পিতাকে, সাতরে পাই না কূল। দক্ষিণে নেই সাঈদ খোকন, উত্তরে আনিসুল। ",Geopolitical
"স্ত্রীরা সচরাচর নিজের ভুল স্বীকার করে না। শুধুমাত্র একটা বিষয় ছাড়া, তোমাকে বিয়ে করাই আমার ভুল হয়েছে। ",Neutral
"ইশরাকের হুকারে আওয়ামীলীগ, দিনের বেলা মাঠ ছাড়া আওয়ামীলীগ।",Personal
"একটা হাবাগোবা টাইপ ছেলে বিয়ে করে ফেলেছে, কিন্তু সরকারী চাকুরীজীবি হওয়া সত্ত্বেও আমার এখনো বিয়ে হলো না, এইটা ভেবে কয়েকদিন প্রচুর কাদঁলাম। ",Neutral
"চুপ, তুই আবারও মিছা কথা কইতাছোস।",Personal
ঈদে অন্যান্য জেলার মানুষ যেভাবে ঘরে ফিরে আর বরিশালের মানুষ যেভাবে ঘরে ফিরে। ,Neutral
ঐ নাটকীর পো! ইংরেজি মারাবিনা। ইংরেজি একদম হোগার মধ্যে ঢুকাইয়া দিমু। ,Personal
"১০০ তে ৯৮ পাওয়ার পর মেয়েরা, আর সব সার্টিফিকেট আগুনে জালিয়ে দেয়ার পর ছেলেরা। ",Neutral
মৃত্যুদন্ড ঠান্ডা মাথায় খুনীর। এটাই যথেষ্ট নয় একজন খুনীর জন্য। ,Personal
চিন্তায় আছি কারণ ফোন বন্ধুর হাতে আর কাল রাতে গিটার বাজানোর পর ব্রাউজার হিসটোরি ডিলিট করতে ভুলে গেছি। ,Neutral
"যারা বাচ্চাদের অনেক ভালোবাসে, বাচ্চা দেখলেই আদর করতে পছন্দ করে। ",Neutral
"খাবার এ চুল পরেছে, শক্ত আবার একটু আঁকাবাকা। ",Neutral
"ঢাকা ১৮ এর ভোট চুরির খবর,  ভোট চুরি করে সরকারি দল জয় লাভ করে। ",Political
"মৃতপ্রায় খাদিজার সাথে নির্লজ্জ সেলফি, মানবতার সাতে আর কত উপহাস করবে এই বেহায়ালীগ নেত্রীরা। ",Political
মসজিদে জঙ্গি না খুঁজে আল্লাহকে খুঁজুন- সংবিধান বিশেষজ্ঞ ডক্টর তুহিন মালিক।,Religious
"আবার মেডিক্যাল ভর্তি পরীক্ষার প্রশ্ন ফাঁশ, আপনার অনুভূতি কি? আমি অসুস্থ হইলে তো সিঙ্গাপুর চলে যাই, আমার কিসের মাথা ব্যাথা? ",Neutral
সন্ত্রাসবাদে মদদ দেয়ার জন্য জাকির নায়েককে ব্রিটেনে নিষিদ্ধ করা হয়েছে। তাকে কি ভারতে নিষিদ্ধ করা উচিত? ,Personal
"বউয়ের সাথে বেশি কথা বলার উপকারিতা, তবে একটা বিষয় লক্ষ রাখতে হবে বউটা যেন নিজের হয়। ",Neutral
"অবৈধ অ-সমাজ অ-কল্যাণ মন্ত্রীর ঘোষনা, হিজা পড়া চলবেনা। এসব নাস্তিক ও তাদের দলকে বর্জন ও প্রতিহত করুন। ",Geopolitical
মামা কথা কিন্তু সত্য। এ কথায় কোন ভেজাল নাই। ,Neutral
"নব্বই দশকের বাংলা ছবি, ফুলশয্যা রাত, লাইট অফ , কপালে চুমু, পরের দিন সকাল। ",Personal
বিয়া করবি? আয় আমরা বিয়ে করে ফেলি। ,Neutral
বিয়ের ১৬ দিন পর আজ অফিসে যাচ্ছি কিন্তু বউ কিছুতেই ছাড়ছে না। ,Neutral
"একদম লেভের প্লেয়িং ফিল্ড, আমাদেরটাতে এত কাটা কেন একটু ঠিক করে দিন। ",Geopolitical
"যাই হোক, কোনোমতে অনেক সাহস সঞ্চার করে আমি ও বন্ধুরা মিলে স্কুলে যেতে লাগলাম রেজাল্টের খবর জানতে। ",Neutral
"ঐ ছাগলের বাচ্চা, কি নিয়া আইছিস?  কি নিয়া আইছিস ছাগলের বাচ্চা? ",Personal
ছাত্রলীগ নিয়ে উল্টাপাল্টা পোস্ট করায় ফুডপান্ডার লোক সেজে আসা ছাত্রলীগ কর্মী। ,Political
এই দেশদ্রোহীদের প্রতিরোধ কর। ,Political
"মেনশন করুন আপনার সেই ফ্রেন্ডকে, যাকে এই জুতা গুলো গিফট করতে চান। ",Neutral
অসহায় হিন্দুদের বিপদে নিজের জীবনের পরোয়া না করে বুক চিতিয়ে লড়াই করছেন তিনি। ,Religious
তোর মতলব তো ঠিক নাই। তুই আসলে কি চাও?,Neutral
"বিষমুক্ত খাদ্য চাই,হাসিনা মুক্ত বাংলাদেশ চাই। ",Geopolitical
শিক্ষক ছাত্রীকে শিখাচ্ছেন কিভাবে সোশ্যাল ডিসট্যান্স বজায় রেখে চুমু করতে হয়। ,Personal
পৃথিবীর সেরা ফিলিংস হলো প্রিয়জনের বুকে মাথা রেখে ঘুমানো। ,Neutral
